name,school,city,school_id,division,region,record,harbin
Dunbar (Dayton),Dunbar,Dayton,476,IV,16,1-0,6.0
North College Hill (Cincinnati),North College Hill,Cincinnati,1134,IV,16,1-0,5.5
Oakwood (Dayton),Oakwood,Dayton,1190,IV,16,2-0,5.5
Urbana (Urbana),Urbana,Urbana,1578,IV,16,2-0,4.5
McClain (Greenfield),McClain,Greenfield,988,IV,16,2-0,4.45
Meadowdale (Dayton),Meadowdale,Dayton,1002,IV,16,1-1,3.55
Roger Bacon (St Bernard),Roger Bacon,St Bernard,1322,IV,16,1-1,3.25
Wilmington (Wilmington),Wilmington,Wilmington,1714,IV,16,1-1,3.25
Cincinnati Hills Christian Academy (Cincinnati),Cincinnati Hills Christian Academy,Cincinnati,369,IV,16,1-1,2.8
London (London),London,London,892,IV,16,1-1,2.75
Taylor (Cleves),Taylor,Cleves,1524,IV,16,1-1,2.75
Valley View (Germantown),Valley View,Germantown,1590,IV,16,1-1,2.75
Kenton Ridge (Springfield),Kenton Ridge,Springfield,806,IV,16,1-1,2.5
New Richmond (New Richmond),New Richmond,New Richmond,1108,IV,16,1-1,2.25
Clark Montessori (Cincinnati),Clark Montessori,Cincinnati,1956,IV,16,0-2,0.0
Clinton-Massie (Clarksville),Clinton-Massie,Clarksville,388,IV,16,0-2,0.0
Northridge (Dayton),Northridge,Dayton,1148,IV,16,0-2,0.0
Norwood (Norwood),Norwood,Norwood,1176,IV,16,0-2,0.0
Reading (Reading),Reading,Reading,1284,IV,16,0-2,0.0
Shawnee (Springfield),Shawnee,Springfield,1414,IV,16,0-2,0.0
Shroder (Cincinnati),Shroder,Cincinnati,1421,IV,16,0-2,0.0
Taft (Cincinnati),Taft,Cincinnati,1518,IV,16,0-2,0.0
Washington (Washington Court House),Washington,Washington Court House,1626,IV,16,0-2,0.0
Woodward (Cincinnati),Woodward,Cincinnati,1732,IV,16,0-2,0.0
Perry (Perry),Perry,Perry,1246,V,17,2-0,6.7
Ravenna (Ravenna),Ravenna,Ravenna,1281,V,17,2-0,6.1
Chagrin Falls (Chagrin Falls),Chagrin Falls,Chagrin Falls,346,V,17,2-0,5.6
Martins Ferry (Martins Ferry),Martins Ferry,Martins Ferry,968,V,17,2-0,5.5
Barnesville (Barnesville),Barnesville,Barnesville,162,V,17,2-0,5.25
Tuscarawas Valley (Zoarville),Tuscarawas Valley,Zoarville,1558,V,17,2-0,4.95
Liberty (Youngstown),Liberty,Youngstown,860,V,17,2-0,4.9
Garfield (Garrettsville),Garfield,Garrettsville,630,V,17,2-0,4.75
Conneaut (Conneaut),Conneaut,Conneaut,416,V,17,2-0,4.7
Fairless (Brewster),Fairless,Brewster,560,V,17,2-0,4.5
Girard (Girard),Girard,Girard,644,V,17,2-0,4.5
Cardinal Mooney (Youngstown),Cardinal Mooney,Youngstown,310,V,17,1-1,3.35
Shaw (East Cleveland),Shaw,East Cleveland,1410,V,17,1-1,2.5
Tuslaw (Massillon),Tuslaw,Massillon,1560,V,17,1-1,2.35
Bellaire (Bellaire),Bellaire,Bellaire,182,V,17,1-1,2.25
Crestview (Columbiana),Crestview,Columbiana,436,V,17,1-1,2.25
Beachwood (Beachwood),Beachwood,Beachwood,170,V,17,1-1,2.25
Canton Central Catholic (Canton),Canton Central Catholic,Canton,340,V,17,1-1,2.2
Harrison Central (Cadiz),Harrison Central,Cadiz,294,V,17,1-1,2.0
Berkshire (Burton),Berkshire,Burton,202,V,17,0-2,0.0
Buckeye Local (Rayland),Buckeye Local,Rayland,282,V,17,0-2,0.0
Crestwood (Mantua),Crestwood,Mantua,440,V,17,0-2,0.0
Edison (Richmond),Edison,Richmond,519,V,17,0-2,0.0
Lakeview (Cortland),Lakeview,Cortland,828,V,17,0-2,0.0
Manchester (New Franklin),Manchester,New Franklin,936,V,17,0-2,0.0
Sandy Valley (Magnolia),Sandy Valley,Magnolia,1396,V,17,0-2,0.0
Southeast (Ravenna),Southeast,Ravenna,1448,V,17,0-2,0.0
Coldwater (Coldwater),Coldwater,Coldwater,394,V,18,2-0,5.55
Keystone (La Grange),Keystone,La Grange,808,V,18,2-0,5.5
Triway (Wooster),Triway,Wooster,1548,V,18,2-0,5.3
Bluffton (Bluffton),Bluffton,Bluffton,236,V,18,2-0,5.2
Archbold (Archbold),Archbold,Archbold,134,V,18,2-0,4.85
Oak Harbor (Oak Harbor),Oak Harbor,Oak Harbor,1184,V,18,2-0,4.75
North Union (Richwood),North Union,Richwood,1156,V,18,2-0,4.7
Port Clinton (Port Clinton),Port Clinton,Port Clinton,1266,V,18,2-0,4.6
Indian Lake (Lewistown),Indian Lake,Lewistown,754,V,18,2-0,4.5
Willard (Willard),Willard,Willard,1710,V,18,2-0,4.35
Vermilion (Vermilion),Vermilion,Vermilion,1598,V,18,1-1,3.1
Genoa Area (Genoa),Genoa Area,Genoa,636,V,18,1-1,3.0
Eastwood (Pemberville),Eastwood,Pemberville,508,V,18,1-1,2.5
Northwood (Northwood),Northwood,Northwood,1172,V,18,1-1,2.5
Margaretta (Castalia),Margaretta,Castalia,950,V,18,1-1,2.15
Pleasant (Marion),Pleasant,Marion,1260,V,18,1-1,2.1
Galion (Galion),Galion,Galion,620,V,18,1-1,2.0
Swanton (Swanton),Swanton,Swanton,1506,V,18,1-1,1.75
Bath (Lima),Bath,Lima,166,V,18,0-2,0.0
Brooklyn (Brooklyn),Brooklyn,Brooklyn,260,V,18,0-2,0.0
Edison (Milan),Edison,Milan,518,V,18,0-2,0.0
Fairview (Fairview Park),Fairview,Fairview Park,570,V,18,0-2,0.0
Liberty-Benton (Findlay),Liberty-Benton,Findlay,862,V,18,0-2,0.0
Norwayne (Creston),Norwayne,Creston,1174,V,18,0-2,0.0
Waynedale (Apple Creek),Waynedale,Apple Creek,1640,V,18,0-2,0.0
Fort Frye (Beverly),Fort Frye,Beverly,598,V,19,2-0,5.7
Worthington Christian (Worthington),Worthington Christian,Worthington,1740,V,19,2-0,5.0
Ironton (Ironton),Ironton,Ironton,760,V,19,2-0,4.7551
Piketon (Piketon),Piketon,Piketon,1256,V,19,2-0,4.65
South Point (South Point),South Point,South Point,1458,V,19,2-0,3.9
Columbus Academy (Gahanna),Columbus Academy,Gahanna,410,V,19,1-1,3.6
Fairland (Proctorville),Fairland,Proctorville,556,V,19,1-1,2.75
Morgan (McConnelsville),Morgan,McConnelsville,1068,V,19,1-1,2.75
Ridgewood (West Lafayette),Ridgewood,West Lafayette,1300,V,19,1-1,2.75
Coshocton (Coshocton),Coshocton,Coshocton,426,V,19,1-1,2.25
Logan Elm (Circleville),Logan Elm,Circleville,890,V,19,1-1,2.25
Wheelersburg (Wheelersburg),Wheelersburg,Wheelersburg,1696,V,19,1-1,2.25
Meigs (Pomeroy),Meigs,Pomeroy,1008,V,19,1-1,2.1
Wellston (Wellston),Wellston,Wellston,1652,V,19,1-1,2.0
Vinton County (McArthur),Vinton County,McArthur,1604,V,19,1-1,1.75
Africentric Early College (Columbus),Africentric Early College,Columbus,105,V,19,0-2,0.0
Amanda-Clearcreek (Amanda),Amanda-Clearcreek,Amanda,114,V,19,0-2,0.0
Chesapeake (Chesapeake),Chesapeake,Chesapeake,362,V,19,0-2,0.0
Dawson-Bryant (Coal Grove),Dawson-Bryant,Coal Grove,458,V,19,0-2,0.0
Fairbanks (Milford Center),Fairbanks,Milford Center,544,V,19,0-2,0.0
Grove City Christian (Grove City),Grove City Christian,Grove City,681,V,19,0-2,0.0
Meadowbrook (Byesville),Meadowbrook,Byesville,1000,V,19,0-2,0.0
Portsmouth (Portsmouth),Portsmouth,Portsmouth,1268,V,19,0-2,0.0
River Valley (Bidwell),River Valley,Bidwell,816,V,19,0-2,0.0
River View (Warsaw),River View,Warsaw,1316,V,19,0-2,0.0
Utica (Utica),Utica,Utica,1584,V,19,0-2,0.0
Westfall (Williamsport),Westfall,Williamsport,1676,V,19,0-2,0.0
Miami East (Casstown),Miami East,Casstown,1018,V,20,2-0,5.4
Graham Local (St Paris),Graham Local,St Paris,660,V,20,2-0,5.25
Waynesville (Waynesville),Waynesville,Waynesville,1644,V,20,2-0,5.2
Greenon (Enon),Greenon,Enon,676,V,20,2-0,4.75
Madeira (Cincinnati),Madeira,Cincinnati,920,V,20,2-0,4.75
Mariemont (Cincinnati),Mariemont,Cincinnati,954,V,20,2-0,4.75
Gamble Montessori (Cincinnati),Gamble Montessori,Cincinnati,9461,V,20,2-0,4.3535
Bishop Fenwick (Franklin),Bishop Fenwick,Franklin,582,V,20,1-1,3.35
Williamsburg (Williamsburg),Williamsburg,Williamsburg,1712,V,20,1-1,2.95
Purcell Marian (Cincinnati),Purcell Marian,Cincinnati,1276,V,20,1-1,2.75
Greeneview (Jamestown),Greeneview,Jamestown,672,V,20,1-1,2.6
Brookville (Brookville),Brookville,Brookville,264,V,20,1-1,2.5
Summit Country Day (Cincinnati),Summit Country Day,Cincinnati,1504,V,20,1-1,2.5
Carlisle (Carlisle),Carlisle,Carlisle,318,V,20,1-1,2.25
Dayton Christian (Miamisburg),Dayton Christian,Miamisburg,460,V,20,1-1,2.25
Preble Shawnee (Camden),Preble Shawnee,Camden,1272,V,20,1-1,2.25
Arcanum (Arcanum),Arcanum,Arcanum,130,V,20,1-1,2.2
Blanchester (Blanchester),Blanchester,Blanchester,228,V,20,1-1,2.2
Bethel-Tate (Bethel),Bethel-Tate,Bethel,208,V,20,0-2,0.0
Clermont Northeastern (Batavia),Clermont Northeastern,Batavia,382,V,20,0-2,0.0
East Clinton (Sabina),East Clinton,Sabina,490,V,20,0-2,0.0
Madison (Middletown),Madison,Middletown,924,V,20,0-2,0.0
Milton-Union (West Milton),Milton-Union,West Milton,1042,V,20,0-2,0.0
Northwestern (Springfield),Northwestern,Springfield,1168,V,20,0-2,0.0
Stivers (Dayton),Stivers,Dayton,7488,V,20,0-1,0.0
West Liberty-Salem (West Liberty),West Liberty-Salem,West Liberty,1688,V,20,0-2,0.0
Kirtland (Kirtland),Kirtland,Kirtland,812,VI,21,2-0,5.0
Champion (Warren),Champion,Warren,354,VI,21,2-0,4.75
Brookfield (Brookfield),Brookfield,Brookfield,256,VI,21,2-0,4.7
Smithville (Smithville),Smithville,Smithville,1426,VI,21,2-0,4.65
Wickliffe (Wickliffe),Wickliffe,Wickliffe,1706,VI,21,2-0,4.55
Grand Valley (Orwell),Grand Valley,Orwell,662,VI,21,2-0,4.5
South Range (Canfield),South Range,Canfield,1460,VI,21,2-0,4.5
Mineral Ridge (Mineral Ridge),Mineral Ridge,Mineral Ridge,1044,VI,21,2-0,4.5
Columbia (Columbia Station),Columbia,Columbia Station,404,VI,21,2-0,4.4
Columbiana (Columbiana),Columbiana,Columbiana,408,VI,21,2-0,4.25
Hillsdale (Jeromesville),Hillsdale,Jeromesville,720,VI,21,2-0,4.1
Northwestern (West Salem),Northwestern,West Salem,1170,VI,21,2-0,4.0
LaBrae (Leavittsburg),LaBrae,Leavittsburg,818,VI,21,2-0,3.75
Newton Falls (Newton Falls),Newton Falls,Newton Falls,1112,VI,21,2-0,3.5
United (Hanoverton),United,Hanoverton,1570,VI,21,1-1,3.0
Richmond Heights (Richmond Heights),Richmond Heights,Richmond Heights,1294,VI,21,1-1,2.6
John F Kennedy (Warren),John F Kennedy,Warren,786,VI,21,1-1,2.5
Rootstown (Rootstown),Rootstown,Rootstown,1328,VI,21,1-1,2.25
Chippewa (Doylestown),Chippewa,Doylestown,366,VI,21,1-1,2.1
Lisbon David Anderson (Lisbon),Lisbon David Anderson,Lisbon,456,VI,21,1-1,2.1
Campbell Memorial (Campbell),Campbell Memorial,Campbell,1010,VI,21,1-1,2.0
St Thomas Aquinas (Louisville),St Thomas Aquinas,Louisville,1378,VI,21,1-1,1.75
Black River (Sullivan),Black River,Sullivan,226,VI,21,0-2,0.0
East Palestine (East Palestine),East Palestine,East Palestine,504,VI,21,0-2,0.0
Pymatuning Valley (Andover),Pymatuning Valley,Andover,1280,VI,21,0-2,0.0
Valley Christian School (Youngstown),Valley Christian School,Youngstown,1751,VI,21,0-2,0.0
Wellington (Wellington),Wellington,Wellington,1650,VI,21,0-2,0.0
Lima Central Catholic (Lima),Lima Central Catholic,Lima,874,VI,22,2-0,5.35
Liberty Center (Liberty Center),Liberty Center,Liberty Center,864,VI,22,2-0,4.75
Allen East (Harrod),Allen East,Harrod,110,VI,22,2-0,4.65
Western Reserve (Collins),Western Reserve,Collins,1670,VI,22,2-0,4.6
Columbus Grove (Columbus Grove),Columbus Grove,Columbus Grove,412,VI,22,2-0,4.4
Van Buren (Van Buren),Van Buren,Van Buren,1592,VI,22,2-0,4.25
Delta (Delta),Delta,Delta,466,VI,22,2-0,4.25
Ada (Ada),Ada,Ada,100,VI,22,2-0,4.2
Seneca East (Attica),Seneca East,Attica,1400,VI,22,2-0,4.1
Patrick Henry (Hamler),Patrick Henry,Hamler,1234,VI,22,2-0,4.0
Woodmore (Elmore),Woodmore,Elmore,1722,VI,22,2-0,3.85
Ottawa Hills (Toledo),Ottawa Hills,Toledo,1216,VI,22,2-0,3.75
Paulding (Paulding),Paulding,Paulding,1236,VI,22,2-0,3.75
Parkway (Rockford),Parkway,Rockford,1230,VI,22,1-1,2.75
Fairview (Sherwood),Fairview,Sherwood,572,VI,22,1-1,2.5
Elmwood (Bloomdale),Elmwood,Bloomdale,530,VI,22,1-1,2.35
Bucyrus (Bucyrus),Bucyrus,Bucyrus,290,VI,22,1-1,2.1
Wynford (Bucyrus),Wynford,Bucyrus,1742,VI,22,1-1,2.0
Lakota (Kansas),Lakota,Kansas,834,VI,22,1-1,1.75
Perry (Lima),Perry,Lima,1242,VI,22,1-1,1.75
Carey (Carey),Carey,Carey,316,VI,22,0-2,0.0
Crestview (Ashland),Crestview,Ashland,434,VI,22,0-2,0.0
Crestview (Convoy),Crestview,Convoy,438,VI,22,0-2,0.0
Evergreen (Metamora),Evergreen,Metamora,542,VI,22,0-2,0.0
Huron (Huron),Huron,Huron,746,VI,22,0-2,0.0
Spencerville (Spencerville),Spencerville,Spencerville,1468,VI,22,0-2,0.0
Tinora (Defiance),Tinora,Defiance,1532,VI,22,0-2,0.0
Grandview Heights (Columbus),Grandview Heights,Columbus,664,VI,23,2-0,5.75
Nelsonville-York (Nelsonville),Nelsonville-York,Nelsonville,1084,VI,23,2-0,5.1
Waterford (Waterford),Waterford,Waterford,1628,VI,23,2-0,5.0
Newark Catholic (Newark),Newark Catholic,Newark,1090,VI,23,2-0,4.85
Monroe Central (Woodsfield),Monroe Central,Woodsfield,1063,VI,23,2-0,4.7
East Knox (Howard),East Knox,Howard,498,VI,23,2-0,4.4
River (Hannibal),River,Hannibal,1306,VI,23,2-0,4.4
Garaway (Sugarcreek),Garaway,Sugarcreek,624,VI,23,2-0,4.25
Shenandoah (Sarahsville),Shenandoah,Sarahsville,1418,VI,23,2-0,3.75
Elgin (Marion),Elgin,Marion,524,VI,23,2-0,3.5
Mount Gilead (Mount Gilead),Mount Gilead,Mount Gilead,1072,VI,23,1-1,2.9
Newcomerstown (Newcomerstown),Newcomerstown,Newcomerstown,1096,VI,23,1-1,2.4
Berne Union (Sugar Grove),Berne Union,Sugar Grove,204,VI,23,1-1,2.25
Centerburg (Centerburg),Centerburg,Centerburg,334,VI,23,1-1,2.25
Colonel Crawford (North Robinson),Colonel Crawford,North Robinson,400,VI,23,1-1,2.25
West Jefferson (West Jefferson),West Jefferson,West Jefferson,1682,VI,23,1-1,2.25
Caldwell (Caldwell),Caldwell,Caldwell,296,VI,23,1-1,2.0
Crooksville (Crooksville),Crooksville,Crooksville,442,VI,23,1-1,2.0
Fredericktown (Fredericktown),Fredericktown,Fredericktown,614,VI,23,1-1,2.0
Bridgeport (Bridgeport),Bridgeport,Bridgeport,250,VI,23,0-2,0.0
Buckeye Trail (Lore City),Buckeye Trail,Lore City,284,VI,23,0-2,0.0
Cardington-Lincoln (Cardington),Cardington-Lincoln,Cardington,314,VI,23,0-2,0.0
Harvest Prep (Canal Winchester),Harvest Prep,Canal Winchester,1737,VI,23,0-2,0.0
Liberty Union (Baltimore),Liberty Union,Baltimore,866,VI,23,0-2,0.0
Northmor (Galion),Northmor,Galion,1144,VI,23,0-2,0.0
Northridge (Johnstown),Northridge,Johnstown,1150,VI,23,0-2,0.0
Zane Trace (Chillicothe),Zane Trace,Chillicothe,1752,VI,24,2-0,5.2
Tri-Village (New Madison),Tri-Village,New Madison,1546,VI,24,2-0,5.1
Portsmouth West (West Portsmouth),Portsmouth West,West Portsmouth,1270,VI,24,2-0,5.05
Deer Park (Cincinnati),Deer Park,Cincinnati,462,VI,24,2-0,5.0
Cincinnati College Prep (Cincinnati),Cincinnati College Prep,Cincinnati,9272,VI,24,2-0,4.95
Versailles (Versailles),Versailles,Versailles,1600,VI,24,2-0,4.95
Madison-Plains (London),Madison-Plains,London,928,VI,24,2-0,4.5
Miami Valley Christian Academy (Cincinnati),Miami Valley Christian Academy,Cincinnati,1023,VI,24,2-0,4.5
St Bernard-Elmwood Place (St Bernard),St Bernard-Elmwood Place,St Bernard,1340,VI,24,2-0,4.5
Southeastern (Chillicothe),Southeastern,Chillicothe,1450,VI,24,2-0,3.85
Valley (Lucasville),Valley,Lucasville,1586,VI,24,2-0,3.75
Dixie (New Lebanon),Dixie,New Lebanon,470,VI,24,2-0,3.5
Troy Christian (Troy),Troy Christian,Troy,1553,VI,24,2-0,3.5
Covington (Covington),Covington,Covington,430,VI,24,1-1,2.6
Mechanicsburg (Mechanicsburg),Mechanicsburg,Mechanicsburg,1004,VI,24,1-1,2.5
Huntington (Chillicothe),Huntington,Chillicothe,744,VI,24,1-1,2.45
Rock Hill (Ironton),Rock Hill,Ironton,1318,VI,24,1-1,2.45
Adena (Frankfort),Adena,Frankfort,102,VI,24,1-1,2.25
Minford (Minford),Minford,Minford,1048,VI,24,1-1,2.25
Anna (Anna),Anna,Anna,120,VI,24,1-1,2.0
Fayetteville (Fayetteville),Fayetteville,Fayetteville,576,VI,24,1-1,1.75
National Trail (New Paris),National Trail,New Paris,1082,VI,24,1-1,1.75
Finneytown (Cincinnati),Finneytown,Cincinnati,588,VI,24,0-1,0.0
Northeastern (South Vienna),Northeastern,South Vienna,1136,VI,24,0-2,0.0
Northwest (McDermott),Northwest,McDermott,1166,VI,24,0-2,0.0
Oak Hill (Oak Hill),Oak Hill,Oak Hill,1186,VI,24,0-2,0.0
St Henry (St Henry),St Henry,St Henry,1352,VI,24,0-2,0.0
Rittman (Rittman),Rittman,Rittman,1304,VII,25,2-0,5.25
McDonald (McDonald),McDonald,McDonald,992,VII,25,2-0,4.25
Western Reserve (Berlin Center),Western Reserve,Berlin Center,1668,VII,25,1-1,3.0
Malvern (Malvern),Malvern,Malvern,934,VII,25,1-1,2.5
Waterloo (Atwater),Waterloo,Atwater,1630,VII,25,1-1,2.5
Independence (Independence),Independence,Independence,750,VII,25,1-1,2.45
Lowellville (Lowellville),Lowellville,Lowellville,906,VII,25,1-1,2.35
East Canton (East Canton),East Canton,East Canton,488,VII,25,1-1,2.35
Cuyahoga Heights (Cuyahoga Heights),Cuyahoga Heights,Cuyahoga Heights,446,VII,25,1-1,2.25
Mogadore (Mogadore),Mogadore,Mogadore,1058,VII,25,1-1,2.25
Springfield (New Middletown),Springfield,New Middletown,1478,VII,25,1-1,2.25
South Central (Greenwich),South Central,Greenwich,1446,VII,25,1-1,2.1
Mapleton (Ashland),Mapleton,Ashland,946,VII,25,1-1,2.0
Leetonia (Leetonia),Leetonia,Leetonia,850,VII,25,1-1,1.75
Mathews (Vienna),Mathews,Vienna,974,VII,25,1-1,1.75
St John School (Ashtabula),St John School,Ashtabula,1359,VII,25,1-1,1.75
St Paul (Norwalk),St Paul,Norwalk,1374,VII,25,1-1,1.75
Cardinal (Middlefield),Cardinal,Middlefield,308,VII,25,0-2,0.0
Dalton (Dalton),Dalton,Dalton,450,VII,25,0-2,0.0
Fairport Harding (Fairport Harbor),Fairport Harding,Fairport Harbor,566,VII,25,0-1,0.0
Jackson-Milton (North Jackson),Jackson-Milton,North Jackson,768,VII,25,0-2,0.0
Monroeville (Monroeville),Monroeville,Monroeville,1064,VII,25,0-2,0.0
New London (New London),New London,New London,1102,VII,25,0-2,0.0
Southern (Salineville),Southern,Salineville,1456,VII,25,0-2,0.0
Wellsville (Wellsville),Wellsville,Wellsville,1654,VII,25,0-2,0.0
Hopewell-Loudon (Bascom),Hopewell-Loudon,Bascom,732,VII,26,2-0,4.95
Jefferson (Delphos),Jefferson,Delphos,772,VII,26,2-0,4.45
Montpelier (Montpelier),Montpelier,Montpelier,1066,VII,26,2-0,4.35
North Baltimore (North Baltimore),North Baltimore,North Baltimore,1130,VII,26,2-0,4.1
Leipsic (Leipsic),Leipsic,Leipsic,854,VII,26,2-0,3.85
Edon (Edon),Edon,Edon,520,VII,26,2-0,3.5
Hilltop (West Unity),Hilltop,West Unity,722,VII,26,2-0,3.5
Gibsonburg (Gibsonburg),Gibsonburg,Gibsonburg,640,VII,26,1-1,3.0
Pandora-Gilboa (Pandora),Pandora-Gilboa,Pandora,1228,VII,26,1-1,2.4
Buckeye Central (New Washington),Buckeye Central,New Washington,278,VII,26,1-1,2.15
Mohawk (Sycamore),Mohawk,Sycamore,1060,VII,26,1-1,2.0
Wayne Trace (Haviland),Wayne Trace,Haviland,1646,VII,26,1-1,2.0
Arcadia (Arcadia),Arcadia,Arcadia,128,VII,26,1-1,1.75
McComb (McComb),McComb,McComb,990,VII,26,1-1,1.75
Riverdale (Mt Blanchard),Riverdale,Mt Blanchard,1308,VII,26,1-1,1.75
St John's (Delphos),St John's,Delphos,1358,VII,26,1-1,1.75
Toledo Christian (Toledo),Toledo Christian,Toledo,343,VII,26,1-1,1.75
Antwerp (Antwerp),Antwerp,Antwerp,126,VII,26,0-2,0.0
Arlington (Arlington),Arlington,Arlington,136,VII,26,0-2,0.0
Ayersville (Defiance),Ayersville,Defiance,154,VII,26,0-2,0.0
Calvert (Tiffin),Calvert,Tiffin,298,VII,26,0-2,0.0
Cory-Rawson (Rawson),Cory-Rawson,Rawson,424,VII,26,0-2,0.0
Edgerton (Edgerton),Edgerton,Edgerton,512,VII,26,0-2,0.0
Hicksville (Hicksville),Hicksville,Hicksville,708,VII,26,0-2,0.0
North Central (Pioneer),North Central,Pioneer,1132,VII,26,0-2,0.0
Vanlue (Vanlue),Vanlue,Vanlue,1594,VII,26,0-2,0.0
Symmes Valley (Willow Wood),Symmes Valley,Willow Wood,1514,VII,27,2-0,4.85
Toronto (Toronto),Toronto,Toronto,1536,VII,27,2-0,4.15
Strasburg-Franklin (Strasburg),Strasburg-Franklin,Strasburg,1494,VII,27,2-0,4.1
Danville (Danville),Danville,Danville,454,VII,27,2-0,4.0
Frontier (New Matamoras),Frontier,New Matamoras,618,VII,27,2-0,4.0
South Gallia (Crown City),South Gallia,Crown City,1453,VII,27,2-0,4.0
Loudonville (Loudonville),Loudonville,Loudonville,900,VII,27,2-0,3.9
Fisher Catholic (Lancaster),Fisher Catholic,Lancaster,594,VII,27,2-0,3.85
Shadyside (Shadyside),Shadyside,Shadyside,1406,VII,27,2-0,3.75
Conotton Valley (Bowerston),Conotton Valley,Bowerston,418,VII,27,2-0,3.5
Notre Dame (Portsmouth),Notre Dame,Portsmouth,1178,VII,27,1-1,2.35
Crestline (Crestline),Crestline,Crestline,432,VII,27,1-1,2.0
Eastern (Beaver),Eastern,Beaver,492,VII,27,1-1,2.0
Belpre (Belpre),Belpre,Belpre,194,VII,27,1-1,1.75
Eastern (Reedsville),Eastern,Reedsville,494,VII,27,1-1,1.75
Green (Franklin Furnace),Green,Franklin Furnace,668,VII,27,1-1,1.75
Lucas (Lucas),Lucas,Lucas,908,VII,27,1-1,1.75
Millersport (Millersport),Millersport,Millersport,1040,VII,27,1-1,1.75
Trimble (Glouster),Trimble,Glouster,1540,VII,27,1-1,1.75
Bishop Rosecrans (Zanesville),Bishop Rosecrans,Zanesville,222,VII,27,0-2,0.0
Catholic Central (Steubenville),Catholic Central,Steubenville,326,VII,27,0-2,0.0
Fairfield Christian Academy (Lancaster),Fairfield Christian Academy,Lancaster,553,VII,27,0-2,0.0
Federal Hocking (Stewart),Federal Hocking,Stewart,578,VII,27,0-2,0.0
Miller (Corning),Miller,Corning,1036,VII,27,0-2,0.0
Sciotoville Community (Portsmouth),Sciotoville Community,Portsmouth,484,VII,27,0-2,0.0
Southern (Racine),Southern,Racine,1454,VII,27,0-2,0.0
Tuscarawas Central Catholic (New Philadelphia),Tuscarawas Central Catholic,New Philadelphia,1556,VII,27,0-2,0.0
Ansonia (Ansonia),Ansonia,Ansonia,122,VII,28,2-0,4.85
New Bremen (New Bremen),New Bremen,New Bremen,1092,VII,28,2-0,4.6
Minster (Minster),Minster,Minster,1052,VII,28,2-0,4.15
Marion Local (Maria Stein),Marion Local,Maria Stein,958,VII,28,2-0,4.0
Southeastern Local (South Charleston),Southeastern Local,South Charleston,1452,VII,28,2-0,4.0
Fort Recovery (Fort Recovery),Fort Recovery,Fort Recovery,604,VII,28,1-1,2.75
Cincinnati Country Day (Cincinnati),Cincinnati Country Day,Cincinnati,368,VII,28,1-1,2.75
Fort Loramie (Fort Loramie),Fort Loramie,Fort Loramie,602,VII,28,1-1,2.4
Cedarville (Cedarville),Cedarville,Cedarville,328,VII,28,1-1,2.25
Tri-County North (Lewisburg),Tri-County North,Lewisburg,1562,VII,28,1-1,2.25
Riverside (De Graff),Riverside,De Graff,1310,VII,28,1-1,2.0
Bradford (Bradford),Bradford,Bradford,246,VII,28,1-1,1.75
Triad (North Lewisburg),Triad,North Lewisburg,1538,VII,28,1-1,1.75
Upper Scioto Valley (McGuffey),Upper Scioto Valley,McGuffey,1576,VII,28,1-1,1.75
Waynesfield-Goshen (Waynesfield),Waynesfield-Goshen,Waynesfield,1642,VII,28,1-1,1.75
Catholic Central (Springfield),Catholic Central,Springfield,324,VII,28,0-2,0.0
Hardin Northern (Dola),Hardin Northern,Dola,694,VII,28,0-2,0.0
Jefferson Township (Dayton),Jefferson Township,Dayton,776,VII,28,0-0,0.0
Lehman Catholic (Sidney),Lehman Catholic,Sidney,852,VII,28,0-2,0.0
Manchester (Manchester),Manchester,Manchester,938,VII,28,0-1,0.0
Mississinawa Valley (Union City),Mississinawa Valley,Union City,1054,VII,28,0-2,0.0
New Miami (Hamilton),New Miami,Hamilton,1104,VII,28,0-2,0.0
Paint Valley (Bainbridge),Paint Valley,Bainbridge,1226,VII,28,0-2,0.0
Ridgedale (Morral),Ridgedale,Morral,1296,VII,28,0-2,0.0
Ridgemont (Mt Victory),Ridgemont,Mt Victory,1298,VII,28,0-2,0.0
Twin Valley South (West Alexandria),Twin Valley South,West Alexandria,1564,VII,28,0-2,0.0
