week,date,away,away_score,home,home_score,neutral,away_state,home_state
1,2026-08-21,Covington Catholic (Park Hills),50,Ryle (Union),6,0,KY,KY
1,2026-08-21,East Carter,12,Belfry (Belfry),57,0,KY,KY
1,2026-08-21,Fairview (Ashland),34,Bath County,13,0,KY,KY
1,2026-08-21,Greenup County (Greenup),49,Pike County Central,8,0,KY,KY
1,2026-08-21,Highlands (Fort Thomas),20,Frederick Douglass (Lexington),41,0,KY,KY
1,2026-08-21,Lewis County (Vanceburg),20,West Carter,18,0,KY,KY
1,2026-08-21,Lloyd Memorial (Erlanger),21,Newport Central Catholic,3,0,KY,KY
1,2026-08-21,Russell (Russell),34,Dawson-Bryant (Coal Grove),0,0,KY,
1,2026-08-21,Simon Kenton (Independence),42,Dixie Heights (Edgewood),13,0,KY,KY
1,2026-08-21,St Henry (Erlanger),7,Holy Cross (Covington),33,0,KY,KY
1,2026-08-21,St Xavier (Louisville),7,Owensboro (Owensboro),24,0,KY,KY
1,2026-08-21,Trinity (Louisville),59,Anderson (Cincinnati),13,0,KY,
1,2026-08-21,Harlan County,27,Clay County,20,1,KY,KY
1,2026-08-21,Kennedy Catholic (Hermitage),38,Sebring McKinley (Sebring),22,0,PA,
1,2026-08-21,Bloomington South (Bloomington),44,Bloomington North,6,0,IN,IN
1,2026-08-21,Franklin Community,35,Southport (Indianapolis),0,0,IN,IN
1,2026-08-21,Fremont (Fremont),46,Blackhawk Christian (Fort Wayne),7,0,IN,IN
1,2026-08-21,Hamilton Heights (Arcadia),19,Lapel,49,0,IN,IN
1,2026-08-21,Bishop Chatard (Indianapolis),35,Lafayette Jefferson,7,0,IN,IN
1,2026-08-21,Cardinal Ritter (Indianapolis),6,Danville Community (Danville),42,0,IN,IN
1,2026-08-21,Cathedral (Indianapolis),27,Ben Davis,33,0,IN,IN
1,2026-08-21,Lawrenceburg (Lawrenceburg),0,East Central (St Leon),21,0,IN,IN
1,2026-08-21,Richmond (Richmond),20,Connersville,50,0,IN,IN
1,2026-08-21,Roncalli (Indianapolis),14,Bishop Dwenger (Fort Wayne),15,0,IN,IN
1,2026-08-21,South Dearborn (Aurora),0,Little Miami (Morrow),28,0,IN,
1,2026-08-21,Indianapolis Crimson Knights (club),50,Cambridge City Lincoln,14,0,IN,IN
1,2026-08-21,Middle Tennessee Christian School (Murfreesboro),47,Ezell-Harding Christian Academy (Antioch),12,0,TN,TN
1,2026-08-21,Hewlett Sports Academy (Waldorf),14,Legacy Sports Agency,9,0,MD,PR
1,2026-08-21,MU Sports Academy (Delson),8,The Hun School (Princeton),55,0,QB,NJ
1,2026-08-21,Venice (Venice),42,Rabun Gap - Nacoochee (Rabun Gap),40,0,FL,GA
1,2026-08-21,IMG Academy (Bradenton),59,Lone Peak,3,0,FL,UT
1,2026-08-21,St John Bosco (Bellflower),28,Bishop Gorman (Las Vegas),38,0,CA,NV
1,2026-08-21,Tafuna (Tafuna),38,Mojave (North Las Vegas),0,0,AS,NV
1,2026-08-22,Aiken (Cincinnati),18,Clark Montessori (Cincinnati),12,0,,
1,2026-08-22,Lakeside (Ashtabula),14,Lutheran East (Cleveland Heights),7,0,,
1,2026-08-22,Chalker (Southington),22,Stryker (Stryker),24,0,,
1,2026-08-22,Danbury (Lakeside),14,St Mary Central Catholic (Sandusky),49,0,,
1,2026-08-22,Fairborn (Fairborn),31,Tecumseh (New Carlisle),7,0,,
1,2026-08-22,Independence (Columbus),6,Meadowdale (Dayton),8,0,,
1,2026-08-22,Lakewood (Lakewood),36,John Marshall (Cleveland),0,0,,
1,2026-08-22,Lucas (Lucas),29,Catholic Central (Steubenville),13,0,,
1,2026-08-22,McDonald (McDonald),44,Valley Christian School (Youngstown),0,0,,
1,2026-08-22,Meigs (Pomeroy),21,Eastern (Reedsville),13,0,,
1,2026-08-22,Norwood (Norwood),0,Deer Park (Cincinnati),43,0,,
1,2026-08-22,Oakwood (Dayton),43,West Carrollton (West Carrollton),6,0,,
1,2026-08-22,Purcell Marian (Cincinnati),51,Thurgood Marshall (Dayton),0,0,,
1,2026-08-22,St Joseph Central Catholic (Fremont),44,Holgate (Holgate),20,0,,
1,2026-08-22,Southeastern Local (South Charleston),20,Northwestern (Springfield),6,0,,
1,2026-08-22,Taft (Cincinnati),6,Kirtland (Kirtland),51,1,,
1,2026-08-22,West Muskingum (Zanesville),51,Lakewood (Hebron),0,0,,
1,2026-08-22,Winton Woods (Cincinnati),13,Springfield (Springfield),14,0,,
1,2026-08-22,Xenia (Xenia),16,Beavercreek (Beavercreek),17,0,,
1,2026-08-22,Landmark Eagles (club) (Cincinnati),14,West Union (club) (West Union),0,0,,
1,2026-08-22,Peebles (club) (Peebles),14,North Adams (club) (Seaman),12,0,,
1,2026-08-22,Johnson Central,30,Letcher County Central,6,0,KY,KY
1,2026-08-22,Pleasure Ridge Park (Louisville),28,Shelby Valley (Pikeville),13,0,KY,KY
1,2026-08-22,Wayne County,7,Somerset (Somerset),42,0,KY,KY
1,2026-08-22,Washtenaw Saints (club),27,Noblesville Lions (club) (Noblesville),46,0,MI,IN
1,2026-08-22,North Oakland Bucks (club) (Auburn Hills),20,C4 Lions (club) (Middletown),0,0,MI,
1,2026-08-22,Tri-State King's Crusaders (club) (Harlan),58,Kosciusko Thunder (club),12,0,IN,IN
1,2026-08-22,Oakland (Murfreesboro),56,Christ Presbyterian Academy (Nashville),7,0,TN,TN
1,2026-08-22,Orem,14,Skyridge (Lehi),21,0,UT,UT
1,2026-08-22,James B. Dudley (Greensboro),6,Cardinal Gibbons (Raleigh),45,0,NC,NC
2,2026-08-27,Deer Park (Cincinnati),50,Shroder (Cincinnati),8,0,,
2,2026-08-27,Perkins (Sandusky),58,Scott (Toledo),6,0,,
2,2026-08-27,Cameron (Cameron),42,Clay-Battelle (Blacksville),0,0,WV,WV
2,2026-08-27,Weir (Weirton),0,Oak Glen (New Cumberland),35,0,WV,WV
2,2026-08-27,Flint Beecher,0,Petersburg Summerfield (Petersburg),42,0,MI,MI
2,2026-08-27,Hamtramck,6,Warren De La Salle (Warren),71,0,MI,MI
2,2026-08-27,Manchester,42,Sand Creek (Sand Creek),6,0,MI,MI
2,2026-08-27,North Adams-Jerome (North Adams),0,Stryker (Stryker),54,0,MI,
2,2026-08-27,Muskegon Mona Shores (Muskegon),27,Orchard Lake St Mary (Orchard Lake),35,0,MI,MI
2,2026-08-27,Portage Central (Portage),14,Central Catholic (Toledo),24,0,MI,
2,2026-08-27,Novi Detroit Catholic Central (Novi),55,Clinton Township Chippewa Valley,0,0,MI,MI
2,2026-08-27,Walled Lake Western,35,River Rouge (River Rouge),31,0,MI,MI
2,2026-08-27,Christ Presbyterian Academy (Nashville),13,Pearl Cohn,18,0,TN,TN
2,2026-08-27,King's Academy,44,Tri-Cities Christian Academy (Kingsport),14,0,TN,TN
2,2026-08-27,Jenks,33,Carroll (Southlake),34,0,OK,TX
2,2026-08-27,MU Sports Academy (Delson),7,Malvern Prep (Malvern),42,0,QB,PA
2,2026-08-27,Bear River,49,Thunder Ridge,35,0,UT,ID
2,2026-08-27,Riverton,0,Madison,27,0,UT,ID
2,2026-08-27,Higley,31,Queen Creek,35,0,AZ,AZ
2,2026-08-27,McClintock,42,Camelback,6,0,AZ,AZ
2,2026-08-27,Red Mountain (Mesa),35,Casteel,34,0,AZ,AZ
2,2026-08-27,Hamilton (Chandler),25,Brophy College Preparatory,6,0,AZ,AZ
2,2026-08-27,Desert Edge,20,Cactus Shadows,0,0,AZ,AZ
2,2026-08-27,Mt Pleasant (San Jose),33,Cupertino (Cupertino),27,0,CA,CA
2,2026-08-27,Sierra Canyon (Sierra Canyon),24,Chaminade-Madonna College Prep (Hollywood),7,0,CA,FL
2,2026-08-27,Robert F. Kennedy (Delano),36,Tulare Union (Tulare),35,0,CA,CA
2,2026-08-27,Marina (Marina),12,Independence (San Jose),21,0,CA,CA
2,2026-08-27,El Toro (Lake Forest),42,Marina (Huntington Beach),21,0,CA,CA
2,2026-08-27,Los Osos (Rancho Cucamonga),14,Citrus Valley (Redlands),42,0,CA,CA
2,2026-08-28,Ada (Ada),38,Arcadia (Arcadia),28,0,,
2,2026-08-28,Aiken (Cincinnati),14,Northland (Columbus),18,0,,
2,2026-08-28,Allen East (Harrod),28,Fort Recovery (Fort Recovery),21,0,,
2,2026-08-28,Anderson (Cincinnati),70,West Clermont (Cincinnati),19,0,,
2,2026-08-28,Anthony Wayne (Whitehouse),0,St John's Jesuit (Toledo),25,0,,
2,2026-08-28,Archbold (Archbold),41,St Henry (St Henry),15,0,,
2,2026-08-28,Arlington (Arlington),12,Van Buren (Van Buren),55,0,,
2,2026-08-28,Ashland (Ashland),27,Marion Harding (Marion),13,0,,
2,2026-08-28,Athens (The Plains),14,Unioto (Chillicothe),33,0,,
2,2026-08-28,Aurora (Aurora),13,Riverside (Painesville),40,0,,
2,2026-08-28,Barberton (Barberton),13,Stow-Munroe Falls (Stow),44,0,,
2,2026-08-28,Barnesville (Barnesville),47,Meadowbrook (Byesville),14,0,,
2,2026-08-28,Batavia (Batavia),0,Taylor (Cleves),27,0,,
2,2026-08-28,Beaver Local (East Liverpool),29,Western Beaver (Industry),13,0,,PA
2,2026-08-28,Beavercreek (Beavercreek),42,Woodward (Cincinnati),0,0,,
2,2026-08-28,Bellbrook (Bellbrook),49,Bellefontaine (Bellefontaine),17,0,,
2,2026-08-28,Beechcroft (Columbus),15,Independence (Columbus),18,0,,
2,2026-08-28,Bellevue (Bellevue),42,Wauseon (Wauseon),21,0,,
2,2026-08-28,Belmont (Dayton),38,New Miami (Hamilton),0,0,,
2,2026-08-28,Benjamin Logan (Bellefontaine),41,West Liberty-Salem (West Liberty),13,0,,
2,2026-08-28,Berea-Midpark (Berea),43,Euclid (Euclid),33,0,,
2,2026-08-28,Berne Union (Sugar Grove),7,Huntington (Chillicothe),34,0,,
2,2026-08-28,Bethel (Tipp City),14,Oakwood (Dayton),42,0,,
2,2026-08-28,Bexley (Columbus),12,Worthington Christian (Worthington),31,0,,
2,2026-08-28,Bishop Hartley (Columbus),28,Marion-Franklin (Columbus),27,0,,
2,2026-08-28,Bishop Ready (Columbus),34,Licking Heights (Pataskala),21,0,,
2,2026-08-28,Black River (Sullivan),7,Northwestern (West Salem),9,0,,
2,2026-08-28,Blanchester (Blanchester),41,Cincinnati Country Day (Cincinnati),20,0,,
2,2026-08-28,Bluffton (Bluffton),42,Edison (Milan),7,0,,
2,2026-08-28,Boardman (Youngstown),0,Lake (Uniontown),27,0,,
2,2026-08-28,Bowling Green (Bowling Green),28,Bryan (Bryan),22,0,,
2,2026-08-28,Bowsher (Toledo),7,Genoa Area (Genoa),56,0,,
2,2026-08-28,Bradford (Bradford),28,Twin Valley South (West Alexandria),8,0,,
2,2026-08-28,Brecksville-Broadview Heights (Broadview Heights),6,North Royalton (North Royalton),10,0,,
2,2026-08-28,Briggs (Columbus),36,Dublin Scioto (Dublin),42,0,,
2,2026-08-28,Brookfield (Brookfield),35,Springfield (New Middletown),18,0,,
2,2026-08-28,Brooklyn (Brooklyn),0,Willard (Willard),41,0,,
2,2026-08-28,Brookside (Sheffield),20,Woodridge (Peninsula),55,0,,
2,2026-08-28,Buchtel (Akron),12,Indian Valley (Gnadenhutten),42,0,,
2,2026-08-28,Buckeye (Medina),21,Amherst Steele (Amherst),38,0,,
2,2026-08-28,Buckeye Central (New Washington),14,South Central (Greenwich),20,0,,
2,2026-08-28,Buckeye Trail (Lore City),6,Crooksville (Crooksville),35,0,,
2,2026-08-28,Buckeye Valley (Delaware),26,Africentric Early College (Columbus),0,0,,
2,2026-08-28,Bucyrus (Bucyrus),27,Riverdale (Mt Blanchard),20,0,,
2,2026-08-28,Calvert (Tiffin),10,St Paul (Norwalk),14,0,,
2,2026-08-28,Canal Winchester (Canal Winchester),35,New Albany (New Albany),28,0,,
2,2026-08-28,Canfield (Canfield),17,Salem (Salem),21,0,,
2,2026-08-28,Canton McKinley (Canton),8,St Edward (Lakewood),22,0,,
2,2026-08-28,Cardinal Mooney (Youngstown),37,Garfield Heights (Garfield Heights),39,0,,
2,2026-08-28,Cardington-Lincoln (Cardington),14,Mohawk (Sycamore),56,0,,
2,2026-08-28,Carlisle (Carlisle),7,Miami East (Casstown),20,0,,
2,2026-08-28,Archbishop Carroll (Dayton),32,Tecumseh (New Carlisle),23,0,,
2,2026-08-28,Catholic Central (Steubenville),0,Strasburg-Franklin (Strasburg),28,0,,
2,2026-08-28,Centerburg (Centerburg),0,Johnstown (Johnstown),50,0,,
2,2026-08-28,Chalker (Southington),38,Windham (Windham),54,0,,
2,2026-08-28,Twinsburg (Twinsburg),20,Bedford (Bedford),23,0,,
2,2026-08-28,Champion (Warren),42,Cardinal (Middlefield),0,0,,
2,2026-08-28,Chesapeake (Chesapeake),13,Minford (Minford),28,0,,
2,2026-08-28,Circleville (Circleville),28,Washington (Washington Court House),26,0,,
2,2026-08-28,Clay (Oregon),35,Sylvania Southview (Sylvania),14,0,,
2,2026-08-28,Claymont (Uhrichsville),54,River View (Warsaw),0,0,,
2,2026-08-28,Clear Fork (Bellville),38,Zanesville (Zanesville),12,0,,
2,2026-08-28,Clearview (Lorain),18,Westlake (Westlake),57,0,,
2,2026-08-28,Cleveland Central Catholic (Cleveland),49,John Hay (Cleveland),18,0,,
2,2026-08-28,Cleveland Heights (Cleveland Heights),7,Chardon (Chardon),25,0,,
2,2026-08-28,Coldwater (Coldwater),14,Clinton-Massie (Clarksville),6,0,,
2,2026-08-28,Colonel Crawford (North Robinson),14,Fairfield Union (Lancaster),20,0,,
2,2026-08-28,Thurgood Marshall (Dayton),0,Ross (Hamilton),57,0,,
2,2026-08-28,Columbia (Columbia Station),42,Fairview (Fairview Park),6,0,,
2,2026-08-28,Tiffin Columbian (Tiffin),35,Mansfield Senior (Mansfield),7,0,,
2,2026-08-28,Columbiana (Columbiana),20,Mathews (Vienna),6,0,,
2,2026-08-28,Columbus Grove (Columbus Grove),40,Liberty-Benton (Findlay),20,0,,
2,2026-08-28,Conotton Valley (Bowerston),62,Bishop Rosecrans (Zanesville),13,0,,
2,2026-08-28,Cory-Rawson (Rawson),0,Upper Scioto Valley (McGuffey),36,0,,
2,2026-08-28,Coshocton (Coshocton),13,Tuscarawas Valley (Zoarville),35,0,,
2,2026-08-28,Coventry (Coventry Twp),0,Rittman (Rittman),35,0,,
2,2026-08-28,Covington (Covington),7,New Bremen (New Bremen),40,0,,
2,2026-08-28,Crestline (Crestline),28,Crestview (Ashland),16,0,,
2,2026-08-28,Crestview (Convoy),0,Minster (Minster),37,0,,
2,2026-08-28,Cuyahoga Heights (Cuyahoga Heights),31,Berkshire (Burton),7,0,,
2,2026-08-28,Danbury (Lakeside),18,Waldron (Waldron),30,0,,MI
2,2026-08-28,Danville (Danville),39,Utica (Utica),13,0,,
2,2026-08-28,Lisbon David Anderson (Lisbon),21,Lowellville (Lowellville),50,0,,
2,2026-08-28,Dawson-Bryant (Coal Grove),8,Adena (Frankfort),12,0,,
2,2026-08-28,Dayton Christian (Miamisburg),36,Bethel-Tate (Bethel),6,0,,
2,2026-08-28,Dixie (New Lebanon),27,Mississinawa Valley (Union City),26,0,,
2,2026-08-28,Dover (Dover),14,Steubenville (Steubenville),44,0,,
2,2026-08-28,Dublin Coffman (Dublin),7,Big Walnut (Sunbury),39,0,,
2,2026-08-28,East (Akron),12,Nordonia (Macedonia),46,0,,
2,2026-08-28,East (Columbus),25,Whitehall-Yearling (Whitehall),14,0,,
2,2026-08-28,Youngstown (Youngstown),12,Warren G Harding (Warren),20,0,,
2,2026-08-28,Sciotoville Community (Portsmouth),0,Belpre (Belpre),49,0,,
2,2026-08-28,East Canton (East Canton),36,Western Reserve (Berlin Center),20,0,,
2,2026-08-28,East Clinton (Sabina),12,Cedarville (Cedarville),55,0,,
2,2026-08-28,Eastern (Beaver),49,Oak Hill (Oak Hill),7,0,,
2,2026-08-28,East Liverpool (East Liverpool),48,Indian Creek (Wintersville),14,0,,
2,2026-08-28,East Palestine (East Palestine),14,Harrison Central (Cadiz),47,0,,
2,2026-08-28,Edgewood (Ashtabula),52,Harvey (Painesville),41,0,,
2,2026-08-28,Edison (Richmond),6,Carrollton (Carrollton),23,0,,
2,2026-08-28,Edon (Edon),35,Antwerp (Antwerp),12,0,,
2,2026-08-28,Elder (Cincinnati),56,Covington Catholic (Park Hills),20,0,,KY
2,2026-08-28,Elida (Elida),21,Van Wert (Van Wert),31,0,,
2,2026-08-28,Evergreen (Metamora),15,Ottawa Hills (Toledo),20,0,,
2,2026-08-28,Fairborn (Fairborn),49,Sidney (Sidney),6,0,,
2,2026-08-28,Fairland (Proctorville),33,Point Pleasant (Point Pleasant),7,0,,WV
2,2026-08-28,Fairview (Sherwood),30,Delta (Delta),43,0,,
2,2026-08-28,Federal Hocking (Stewart),18,Alexander (Albany),49,0,,
2,2026-08-28,Bishop Fenwick (Franklin),41,Monroe (Monroe),20,0,,
2,2026-08-28,Field (Mogadore),30,Ellet (Akron),20,0,,
2,2026-08-28,Findlay (Findlay),31,Lima Senior (Lima),6,0,,
2,2026-08-28,Finneytown (Cincinnati),8,St Bernard-Elmwood Place (St Bernard),39,0,,
2,2026-08-28,Firelands (Oberlin),7,Vermilion (Vermilion),41,0,,
2,2026-08-28,Firestone (Akron),6,Copley (Copley),56,0,,
2,2026-08-28,Fort Loramie (Fort Loramie),13,Anna (Anna),12,0,,
2,2026-08-28,Fostoria (Fostoria),0,Port Clinton (Port Clinton),42,0,,
2,2026-08-28,Franklin (Franklin),0,Valley View (Germantown),37,0,,
2,2026-08-28,Franklin Heights (Columbus),2,Linden McKinley (Columbus),20,0,,
2,2026-08-28,Fredericktown (Fredericktown),21,Northridge (Johnstown),0,0,,
2,2026-08-28,Frontier (New Matamoras),45,Magnolia (New Martinsville),14,0,,WV
2,2026-08-28,Galion (Galion),21,Carey (Carey),17,0,,
2,2026-08-28,Garaway (Sugarcreek),40,Dalton (Dalton),16,0,,
2,2026-08-28,Garfield (Garrettsville),48,Crestwood (Mantua),13,0,,
2,2026-08-28,Geneva (Geneva),41,Lakeside (Ashtabula),6,0,,
2,2026-08-28,Gibsonburg (Gibsonburg),39,Rogers (Toledo),27,0,,
2,2026-08-28,Glenville (Cleveland),34,Olentangy Liberty (Powell),13,0,,
2,2026-08-28,Granville (Granville),24,Tri-Valley (Dresden),21,0,,
2,2026-08-28,Green (Franklin Furnace),13,Southeastern (Chillicothe),44,0,,
2,2026-08-28,Greenville (Greenville),36,West Carrollton (West Carrollton),14,0,,
2,2026-08-28,Grove City (Grove City),48,Westland (Galloway),47,0,,
2,2026-08-28,Grove City Christian (Grove City),7,Madison-Plains (London),71,0,,
2,2026-08-28,Groveport Madison (Groveport),7,Archbishop Moeller (Cincinnati),45,0,,
2,2026-08-28,Hamilton (Hamilton),7,Colerain (Cincinnati),41,0,,
2,2026-08-28,Hamilton Township (Columbus),26,St Charles (Columbus),28,0,,
2,2026-08-28,Hardin Northern (Dola),18,North Baltimore (North Baltimore),56,0,,
2,2026-08-28,Harrison (Harrison),28,Archbishop McNicholas (Cincinnati),0,0,,
2,2026-08-28,Hawken (Gates Mills),36,Lutheran West (Rocky River),6,0,,
2,2026-08-28,Highland (Medina),31,Strongsville (Strongsville),27,0,,
2,2026-08-28,Highland (Marengo),6,Heath (Heath),14,0,,
2,2026-08-28,Hilliard Darby (Hilliard),19,Hilliard Bradley (Hilliard),25,0,,
2,2026-08-28,Hillsboro (Hillsboro),7,Goshen (Goshen),49,0,,
2,2026-08-28,Hillsdale (Jeromesville),28,Lucas (Lucas),7,0,,
2,2026-08-28,Hilltop (West Unity),36,Edgerton (Edgerton),28,0,,
2,2026-08-28,Holgate (Holgate),62,Camden-Frontier (Camden),26,0,,MI
2,2026-08-28,Holy Name (Parma Heights),0,Gilmour Academy (Gates Mills),7,0,,
2,2026-08-28,Hoover (North Canton),18,Medina (Medina),14,0,,
2,2026-08-28,Hopewell-Loudon (Bascom),37,Huron (Huron),0,0,,
2,2026-08-28,Hubbard (Hubbard),26,Howland (Warren),34,0,,
2,2026-08-28,Hudson (Hudson),55,Jackson (Massillon),35,0,,
2,2026-08-28,Indian Hill (Cincinnati),0,Beechwood (Fort Mitchell),42,0,,KY
2,2026-08-28,Indian Lake (Lewistown),40,Fairbanks (Milford Center),7,0,,
2,2026-08-28,Jackson (Jackson),55,Gallia Academy (Gallipolis),0,0,,
2,2026-08-28,Jefferson (Delphos),13,Parkway (Rockford),6,0,,
2,2026-08-28,Jefferson Area (Jefferson),6,Conneaut (Conneaut),50,0,,
2,2026-08-28,John Adams (Cleveland),0,West Holmes (Millersburg),49,0,,
2,2026-08-28,John Glenn (New Concord),41,Cambridge (Cambridge),13,0,,
2,2026-08-28,Jonathan Alder (Plain City),36,Columbus Academy (Gahanna),12,0,,
2,2026-08-28,Kenton (Kenton),6,Shawnee (Lima),30,0,,
2,2026-08-28,Kenton Ridge (Springfield),41,Northridge (Dayton),6,0,,
2,2026-08-28,Kettering Fairmont (Kettering),7,Trotwood-Madison (Trotwood),20,0,,
2,2026-08-28,Keystone (La Grange),12,Cloverleaf (Seville),10,0,,
2,2026-08-28,Kings (Kings Mills),0,Winton Woods (Cincinnati),35,0,,
2,2026-08-28,Kirtland (Kirtland),36,Poland Seminary (Poland),34,0,,
2,2026-08-28,River Valley (Bidwell),6,South Gallia (Crown City),12,0,,
2,2026-08-28,LaBrae (Leavittsburg),40,Pymatuning Valley (Andover),30,0,,
2,2026-08-28,Lake Catholic (Mentor),14,Avon Lake (Avon Lake),13,0,,
2,2026-08-28,Lakeview (Cortland),14,Crestview (Columbiana),34,0,,
2,2026-08-28,Lakewood (Hebron),0,Maysville (Zanesville),53,0,,
2,2026-08-28,Lakota (Kansas),39,Hicksville (Hicksville),0,0,,
2,2026-08-28,Lakota East (Liberty Township),18,Lakota West (West Chester),48,0,,
2,2026-08-28,Lancaster (Lancaster),13,Delaware Hayes (Delaware),28,0,,
2,2026-08-28,Lebanon (Lebanon),42,Loveland (Loveland),7,0,,
2,2026-08-28,Lehman Catholic (Sidney),8,Southeastern Local (South Charleston),14,0,,
2,2026-08-28,Liberty (Youngstown),34,Niles McKinley (Niles),7,0,,
2,2026-08-28,Liberty Center (Liberty Center),41,Eastwood (Pemberville),14,0,,
2,2026-08-28,Licking Valley (Newark),40,Amanda-Clearcreek (Amanda),7,0,,
2,2026-08-28,Little Miami (Morrow),27,Turpin (Cincinnati),24,0,,
2,2026-08-28,Logan (Logan),6,Nelsonville-York (Nelsonville),48,0,,
2,2026-08-28,London (London),37,Hamilton Heights (Arcadia),0,0,,IN
2,2026-08-28,Loudonville (Loudonville),55,New London (New London),13,0,,
2,2026-08-28,Madeira (Cincinnati),27,Madison (Middletown),0,0,,
2,2026-08-28,Madison (Madison),36,Maple Heights (Maple Heights),24,0,,
2,2026-08-28,Manchester (New Franklin),35,Streetsboro (Streetsboro),36,0,,
2,2026-08-28,Margaretta (Castalia),7,Western Reserve (Collins),26,0,,
2,2026-08-28,Marion Local (Maria Stein),54,Harvest Prep (Canal Winchester),28,0,,
2,2026-08-28,Marlington (Alliance),21,Northwest (Canal Fulton),36,0,,
2,2026-08-28,Marysville (Marysville),35,KIPP Columbus (Columbus),21,0,,
2,2026-08-28,Mason (Mason),43,Sycamore (Cincinnati),24,0,,
2,2026-08-28,Mayfield (Mayfield),31,Elyria Catholic (Elyria),13,0,,
2,2026-08-28,McComb (McComb),7,Leipsic (Leipsic),26,0,,
2,2026-08-28,McDonald (McDonald),54,Malvern (Malvern),28,0,,
2,2026-08-28,Meadowdale (Dayton),0,Talawanda (Oxford),49,0,,
2,2026-08-28,Meigs (Pomeroy),14,Symmes Valley (Willow Wood),55,0,,
2,2026-08-28,St Marys Memorial (St Marys),35,Bath (Lima),14,0,,
2,2026-08-28,Miamisburg (Miamisburg),28,Edgewood (Trenton),32,0,,
2,2026-08-28,Miami Trace (Washington Court House),7,Wilmington (Wilmington),35,0,,
2,2026-08-28,Miami Valley Christian Academy (Cincinnati),49,Clermont Northeastern (Batavia),28,0,,
2,2026-08-28,Mifflin (Columbus),6,Martins Ferry (Martins Ferry),60,0,,
2,2026-08-28,Milford (Milford),47,Walnut Hills (Cincinnati),7,0,,
2,2026-08-28,Miller (Corning),8,Eastern (Reedsville),34,0,,
2,2026-08-28,Milton-Union (West Milton),14,Graham Local (St Paris),44,0,,
2,2026-08-28,Mineral Ridge (Mineral Ridge),31,United (Hanoverton),28,0,,
2,2026-08-28,Minerva (Minerva),40,Springfield (Akron),7,0,,
2,2026-08-28,Mogadore (Mogadore),8,Canton Central Catholic (Canton),19,0,,
2,2026-08-28,Monroe Central (Woodsfield),29,Bellaire (Bellaire),14,0,,
2,2026-08-28,Monroeville (Monroeville),12,Seneca East (Attica),28,0,,
2,2026-08-28,Montpelier (Montpelier),25,Swanton (Swanton),7,0,,
2,2026-08-28,Morgan (McConnelsville),21,Warren (Vincent),28,0,,
2,2026-08-28,Mount Gilead (Mount Gilead),27,Upper Sandusky (Upper Sandusky),25,0,,
2,2026-08-28,Mount Healthy (Cincinnati),18,Hughes (Cincinnati),28,0,,
2,2026-08-28,Napoleon (Napoleon),21,Maumee (Maumee),24,0,,
2,2026-08-28,National Trail (New Paris),7,Tri-Village (New Madison),38,0,,
2,2026-08-28,Newark (Newark),34,Mount Vernon (Mount Vernon),14,0,,
2,2026-08-28,Newton Falls (Newton Falls),35,Jackson-Milton (North Jackson),0,0,,
2,2026-08-28,Normandy (Parma),0,Ravenna (Ravenna),55,0,,
2,2026-08-28,North (Akron),0,Cuyahoga Falls (Cuyahoga Falls),50,0,,
2,2026-08-28,North (Eastlake),42,Valley Forge (Parma Heights),0,0,,
2,2026-08-28,North Central (Pioneer),0,Paulding (Paulding),46,0,,
2,2026-08-28,North College Hill (Cincinnati),46,Ponitz Tech (Dayton),0,0,,
2,2026-08-28,Northmont (Clayton),6,La Salle (Cincinnati),38,0,,
2,2026-08-28,Northmor (Galion),15,Smithville (Smithville),59,0,,
2,2026-08-28,North Olmsted (North Olmsted),26,Midview (Grafton),28,0,,
2,2026-08-28,North Ridgeville (North Ridgeville),14,Brush (Lyndhurst),21,0,,
2,2026-08-28,Norwalk (Norwalk),0,Ontario (Ontario),58,0,,
2,2026-08-28,Northwest (McDermott),7,McClain (Greenfield),34,0,,
2,2026-08-28,Northwestern (Springfield),6,Greenon (Enon),43,0,,
2,2026-08-28,Northwood (Northwood),35,Lake (Millbury),36,0,,
2,2026-08-28,Norwood (Norwood),6,Mariemont (Cincinnati),49,0,,
2,2026-08-28,Notre Dame (Portsmouth),27,Fayetteville (Fayetteville),6,0,,
2,2026-08-28,Oak Hills (Cincinnati),21,Fairfield (Fairfield),0,0,,
2,2026-08-28,Olentangy Berlin (Delaware),0,Upper Arlington (Upper Arlington),24,0,,
2,2026-08-28,Olentangy (Lewis Center),7,Perrysburg (Perrysburg),45,0,,
2,2026-08-28,Olmsted Falls (Olmsted Falls),42,Brunswick (Brunswick),7,0,,
2,2026-08-28,Orange (Pepper Pike),12,Chagrin Falls (Chagrin Falls),26,0,,
2,2026-08-28,Orrville (Orrville),43,Trinity (Garfield Heights),0,0,,
2,2026-08-28,Olentangy Orange (Lewis Center),33,Westerville North (Westerville),0,0,,
2,2026-08-28,Otsego (Tontogany),21,Tinora (Defiance),14,0,,
2,2026-08-28,Ottawa-Glandorf (Ottawa),42,Defiance (Defiance),21,0,,
2,2026-08-28,Padua Franciscan (Parma),3,Benedictine (Cleveland),7,0,,
2,2026-08-28,Pandora-Gilboa (Pandora),37,Elmwood (Bloomdale),19,0,,
2,2026-08-28,Patrick Henry (Hamler),33,Ayersville (Defiance),14,0,,
2,2026-08-28,Perry (Lima),42,Ridgemont (Mt Victory),0,0,,
